sku,name,category,brand,vehicle_fitment,price_inr,stock,description
BRK-1047,Brake Lever — Bajaj Pulsar NS200,Brakes,VIKMO Select,Bajaj Pulsar NS200,1360,362,"VIKMO Select brake lever engineered to fit the Bajaj Pulsar NS200. Direct-fit replacement, easy install."
GRP-1006,Handle Grip Set — Suzuki Gixxer,Controls & Grips,Domino,Suzuki Gixxer,290,8,"Domino handle grip set engineered to fit the Suzuki Gixxer. Direct-fit replacement, easy install."
ELE-1100,LED Headlight — Royal Enfield Meteor 350,Lighting & Electrical,Bosch,Royal Enfield Meteor 350,4390,339,"Bosch led headlight engineered to fit the Royal Enfield Meteor 350. Direct-fit replacement, easy install."
TYR-1028,Tubeless Tyre — Honda Hornet 2.0,Tyres & Tubes,MRF,Honda Hornet 2.0,6365,25,"MRF tubeless tyre engineered to fit the Honda Hornet 2.0. Direct-fit replacement, easy install."
BDY-1053,Tail Tidy — TVS Apache RTR 160,Body & Styling,VIKMO Select,TVS Apache RTR 160,1895,342,"VIKMO Select tail tidy engineered to fit the TVS Apache RTR 160. Direct-fit replacement, easy install."
CHN-1046,Clutch Plate Set — Bajaj Pulsar 150,Drivetrain,VIKMO Select,Bajaj Pulsar 150,2755,458,"VIKMO Select clutch plate set engineered to fit the Bajaj Pulsar 150. Direct-fit replacement, easy install."
GER-1002,Full Face Helmet — Universal,Rider Gear,Rynox,Universal,7890,0,Rynox full face helmet suitable for most motorcycles and scooters.
GRP-1044,Throttle Cable — Honda CB Shine,Controls & Grips,VIKMO Select,Honda CB Shine,160,50,"VIKMO Select throttle cable engineered to fit the Honda CB Shine. Direct-fit replacement, easy install."
CHN-1049,Clutch Plate Set — Bajaj Dominar 400,Drivetrain,VIKMO Select,Bajaj Dominar 400,2805,364,"VIKMO Select clutch plate set engineered to fit the Bajaj Dominar 400. Direct-fit replacement, easy install."
BDY-1086,Crash Guard — Honda Unicorn,Body & Styling,RAMMOUNT,Honda Unicorn,3790,145,"RAMMOUNT crash guard engineered to fit the Honda Unicorn. Direct-fit replacement, easy install."
ELE-1066,Spark Plug — Yamaha R15,Lighting & Electrical,Bosch,Yamaha R15,750,206,"Bosch spark plug engineered to fit the Yamaha R15. Direct-fit replacement, easy install."
BDY-1042,Tank Pad — TVS Apache RTR 160,Body & Styling,VIKMO Select,TVS Apache RTR 160,380,0,"VIKMO Select tank pad engineered to fit the TVS Apache RTR 160. Direct-fit replacement, easy install."
CAR-1032,Dashboard Camera — Kia Seltos,Car Care & Accessories,GoMechanic,Kia Seltos,9270,333,"GoMechanic dashboard camera engineered to fit the Kia Seltos. Direct-fit replacement, easy install."
GER-1014,Balaclava — Universal,Rider Gear,Solace,Universal,675,436,Solace balaclava suitable for most motorcycles and scooters.
BDY-1079,Side Mirror Set — Royal Enfield Classic 350,Body & Styling,ZANA,Royal Enfield Classic 350,440,380,"ZANA side mirror set engineered to fit the Royal Enfield Classic 350. Direct-fit replacement, easy install."
OIL-1006,Fork Oil 500ml — Universal,Engine & Oils,Motul,Universal,540,76,Motul fork oil 500ml suitable for most motorcycles and scooters.
GER-1015,Balaclava — Universal,Rider Gear,Steelbird,Universal,330,59,Steelbird balaclava suitable for most motorcycles and scooters.
BDY-1041,Tank Pad — Royal Enfield Classic 350,Body & Styling,RAMMOUNT,Royal Enfield Classic 350,555,335,"RAMMOUNT tank pad engineered to fit the Royal Enfield Classic 350. Direct-fit replacement, easy install."
CHN-1016,Drive Chain — Hero Xtreme 160R,Drivetrain,RK,Hero Xtreme 160R,2790,4,"RK drive chain engineered to fit the Hero Xtreme 160R. Direct-fit replacement, easy install."
BRK-1051,Brake Lever — Honda Unicorn,Brakes,Galfer,Honda Unicorn,865,179,"Galfer brake lever engineered to fit the Honda Unicorn. Direct-fit replacement, easy install."
BRK-1092,Brake Disc Rotor — TVS Apache RTR 200,Brakes,Brembo,TVS Apache RTR 200,3330,304,"Brembo brake disc rotor engineered to fit the TVS Apache RTR 200. Direct-fit replacement, easy install."
ELE-1005,LED Headlight — Bajaj Pulsar 150,Lighting & Electrical,Uno Minda,Bajaj Pulsar 150,640,90,"Uno Minda led headlight engineered to fit the Bajaj Pulsar 150. Direct-fit replacement, easy install."
BRK-1054,Brake Lever — Yamaha MT-15,Brakes,Bosch,Yamaha MT-15,925,332,"Bosch brake lever engineered to fit the Yamaha MT-15. Direct-fit replacement, easy install."
CHN-1019,Drive Chain — Royal Enfield Classic 350,Drivetrain,Rolon,Royal Enfield Classic 350,2045,474,"Rolon drive chain engineered to fit the Royal Enfield Classic 350. Direct-fit replacement, easy install."
ELE-1112,LED Indicator Set — Royal Enfield Classic 350,Lighting & Electrical,Uno Minda,Royal Enfield Classic 350,1485,345,"Uno Minda led indicator set engineered to fit the Royal Enfield Classic 350. Direct-fit replacement, easy install."
GRP-1023,Bar End Set — Bajaj Dominar 400,Controls & Grips,Domino,Bajaj Dominar 400,1595,271,"Domino bar end set engineered to fit the Bajaj Dominar 400. Direct-fit replacement, easy install."
GRP-1010,Handle Grip Set — Royal Enfield Meteor 350,Controls & Grips,Domino,Royal Enfield Meteor 350,1330,438,"Domino handle grip set engineered to fit the Royal Enfield Meteor 350. Direct-fit replacement, easy install."
TYR-1012,Tubeless Tyre — Honda CB Shine,Tyres & Tubes,Michelin,Honda CB Shine,5635,178,"Michelin tubeless tyre engineered to fit the Honda CB Shine. Direct-fit replacement, easy install."
ELE-1007,LED Headlight — Honda CB Shine,Lighting & Electrical,Lumax,Honda CB Shine,4305,381,"Lumax led headlight engineered to fit the Honda CB Shine. Direct-fit replacement, easy install."
GRP-1040,Foot Peg Set — Bajaj Pulsar 150,Controls & Grips,Progrip,Bajaj Pulsar 150,1585,414,"Progrip foot peg set engineered to fit the Bajaj Pulsar 150. Direct-fit replacement, easy install."
